timestamp,height,txhash,raw_log,gas_wanted,gas_used,logs,code,codespace,info,data
2022-10-22T05:42:35.289991296Z,218119,D52DC0F202ECBC7E030D6BE16195C7FF59EE5E1C402EAC54FEE34C1A83C28EA0,failed to execute message; message index: 0: Error parsing into type cw20::msg::Cw20ExecuteMsg: Invalid type: execute wasm contract failed,5000000,63502,,5,wasm,,
2022-10-22T05:59:48.677852687Z,219101,C5817C67E7224E287E26831EFD977EF70931F0FB1396AB7D6D6930D4547263D5,"[{""events"":[{""type"":""execute"",""attributes"":[{""key"":""_contract_address"",""value"":""persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx""},{""key"":""_contract_address"",""value"":""persistence1dglg47995fhw79pgr4lp0evjpp7uxeuq9mvtrmaf7hl3j00n20xsgue4dl""}]},{""type"":""instantiate"",""attributes"":[{""key"":""_contract_address"",""value"":""persistence1dglg47995fhw79pgr4lp0evjpp7uxeuq9mvtrmaf7hl3j00n20xsgue4dl""},{""key"":""code_id"",""value"":""26""},{""key"":""_contract_address"",""value"":""persistence1ptgs78khanfuzjldx4q0880ksf33ty29q0mw7650mhtnyhyxyq6smn7a8p""},{""key"":""code_id"",""value"":""25""}]},{""type"":""message"",""attributes"":[{""key"":""action"",""value"":""/cosmwasm.wasm.v1.MsgExecuteContract""},{""key"":""module"",""value"":""wasm""},{""key"":""sender"",""value"":""persistence1pss7nxeh3f9md2vuxku8q99femnwdjtcpe9ky9""}]},{""type"":""reply"",""attributes"":[{""key"":""_contract_address"",""value"":""persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx""},{""key"":""_contract_address"",""value"":""persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx""}]},{""type"":""wasm"",""attributes"":[{""key"":""_contract_address"",""value"":""persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx""},{""key"":""action"",""value"":""reply""},{""key"":""pool_addr"",""value"":""persistence1dglg47995fhw79pgr4lp0evjpp7uxeuq9mvtrmaf7hl3j00n20xsgue4dl""},{""key"":""_contract_address"",""value"":""persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx""},{""key"":""action"",""value"":""reply""},{""key"":""lp_token_addr"",""value"":""persistence1ptgs78khanfuzjldx4q0880ksf33ty29q0mw7650mhtnyhyxyq6smn7a8p""}]},{""type"":""wasm-dexter-pool::set_lp_token"",""attributes"":[{""key"":""_contract_address"",""value"":""persistence1dglg47995fhw79pgr4lp0evjpp7uxeuq9mvtrmaf7hl3j00n20xsgue4dl""},{""key"":""lp_token_addr"",""value"":""persistence1ptgs78khanfuzjldx4q0880ksf33ty29q0mw7650mhtnyhyxyq6smn7a8p""}]},{""type"":""wasm-dexter-vault::add_pool"",""attributes"":[{""key"":""_contract_address"",""value"":""persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx""},{""key"":""pool_assets"",""value"":""[{\""info\"":{\""token\"":{\""contract_addr\"":\""persistence1u2zdjcczjrenwmf57fmrpensk4the84azdm05m3unm387rm8asdsh0yf27\""}},\""amount\"":\""0\""},{\""info\"":{\""native_token\"":{\""denom\"":\""uxprt\""}},\""amount\"":\""0\""}]""},{""key"":""pool_type"",""value"":""xyk""},{""key"":""pool_id"",""value"":""5""},{""key"":""lp_token_name"",""value"":""5-Dex-LP""},{""key"":""lp_token_symbol"",""value"":""DEX-LP""},{""key"":""total_fee_bps"",""value"":""300""},{""key"":""protocol_fee_percent"",""value"":""49""},{""key"":""developer_fee_percent"",""value"":""15""}]},{""type"":""wasm-dexter-vault::add_pool_reply"",""attributes"":[{""key"":""_contract_address"",""value"":""persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx""},{""key"":""pool_id"",""value"":""5""},{""key"":""pool_addr"",""value"":""persistence1dglg47995fhw79pgr4lp0evjpp7uxeuq9mvtrmaf7hl3j00n20xsgue4dl""},{""key"":""_contract_address"",""value"":""persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx""},{""key"":""lp_token_addr"",""value"":""persistence1ptgs78khanfuzjldx4q0880ksf33ty29q0mw7650mhtnyhyxyq6smn7a8p""}]}]}]",5000000,320346,"[TxLog(msg_index=0, log='', events=[{'type': 'execute', 'attributes': [{'key': '_contract_address', 'value': 'persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx'}, {'key': '_contract_address', 'value': 'persistence1dglg47995fhw79pgr4lp0evjpp7uxeuq9mvtrmaf7hl3j00n20xsgue4dl'}]}, {'type': 'instantiate', 'attributes': [{'key': '_contract_address', 'value': 'persistence1dglg47995fhw79pgr4lp0evjpp7uxeuq9mvtrmaf7hl3j00n20xsgue4dl'}, {'key': 'code_id', 'value': '26'}, {'key': '_contract_address', 'value': 'persistence1ptgs78khanfuzjldx4q0880ksf33ty29q0mw7650mhtnyhyxyq6smn7a8p'}, {'key': 'code_id', 'value': '25'}]}, {'type': 'message', 'attributes': [{'key': 'action', 'value': '/cosmwasm.wasm.v1.MsgExecuteContract'}, {'key': 'module', 'value': 'wasm'}, {'key': 'sender', 'value': 'persistence1pss7nxeh3f9md2vuxku8q99femnwdjtcpe9ky9'}]}, {'type': 'reply', 'attributes': [{'key': '_contract_address', 'value': 'persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx'}, {'key': '_contract_address', 'value': 'persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx'}]}, {'type': 'wasm', 'attributes': [{'key': '_contract_address', 'value': 'persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx'}, {'key': 'action', 'value': 'reply'}, {'key': 'pool_addr', 'value': 'persistence1dglg47995fhw79pgr4lp0evjpp7uxeuq9mvtrmaf7hl3j00n20xsgue4dl'}, {'key': '_contract_address', 'value': 'persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx'}, {'key': 'action', 'value': 'reply'}, {'key': 'lp_token_addr', 'value': 'persistence1ptgs78khanfuzjldx4q0880ksf33ty29q0mw7650mhtnyhyxyq6smn7a8p'}]}, {'type': 'wasm-dexter-pool::set_lp_token', 'attributes': [{'key': '_contract_address', 'value': 'persistence1dglg47995fhw79pgr4lp0evjpp7uxeuq9mvtrmaf7hl3j00n20xsgue4dl'}, {'key': 'lp_token_addr', 'value': 'persistence1ptgs78khanfuzjldx4q0880ksf33ty29q0mw7650mhtnyhyxyq6smn7a8p'}]}, {'type': 'wasm-dexter-vault::add_pool', 'attributes': [{'key': '_contract_address', 'value': 'persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx'}, {'key': 'pool_assets', 'value': '[{""info"":{""token"":{""contract_addr"":""persistence1u2zdjcczjrenwmf57fmrpensk4the84azdm05m3unm387rm8asdsh0yf27""}},""amount"":""0""},{""info"":{""native_token"":{""denom"":""uxprt""}},""amount"":""0""}]'}, {'key': 'pool_type', 'value': 'xyk'}, {'key': 'pool_id', 'value': '5'}, {'key': 'lp_token_name', 'value': '5-Dex-LP'}, {'key': 'lp_token_symbol', 'value': 'DEX-LP'}, {'key': 'total_fee_bps', 'value': '300'}, {'key': 'protocol_fee_percent', 'value': '49'}, {'key': 'developer_fee_percent', 'value': '15'}]}, {'type': 'wasm-dexter-vault::add_pool_reply', 'attributes': [{'key': '_contract_address', 'value': 'persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx'}, {'key': 'pool_id', 'value': '5'}, {'key': 'pool_addr', 'value': 'persistence1dglg47995fhw79pgr4lp0evjpp7uxeuq9mvtrmaf7hl3j00n20xsgue4dl'}, {'key': '_contract_address', 'value': 'persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx'}, {'key': 'lp_token_addr', 'value': 'persistence1ptgs78khanfuzjldx4q0880ksf33ty29q0mw7650mhtnyhyxyq6smn7a8p'}]}], events_by_type={'execute': {'_contract_address': ['persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx', 'persistence1dglg47995fhw79pgr4lp0evjpp7uxeuq9mvtrmaf7hl3j00n20xsgue4dl']}, 'instantiate': {'_contract_address': ['persistence1dglg47995fhw79pgr4lp0evjpp7uxeuq9mvtrmaf7hl3j00n20xsgue4dl', 'persistence1ptgs78khanfuzjldx4q0880ksf33ty29q0mw7650mhtnyhyxyq6smn7a8p'], 'code_id': ['26', '25']}, 'message': {'action': ['/cosmwasm.wasm.v1.MsgExecuteContract'], 'module': ['wasm'], 'sender': ['persistence1pss7nxeh3f9md2vuxku8q99femnwdjtcpe9ky9']}, 'reply': {'_contract_address': ['persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx', 'persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx']}, 'wasm': {'_contract_address': ['persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx', 'persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx'], 'action': ['reply', 'reply'], 'pool_addr': ['persistence1dglg47995fhw79pgr4lp0evjpp7uxeuq9mvtrmaf7hl3j00n20xsgue4dl'], 'lp_token_addr': ['persistence1ptgs78khanfuzjldx4q0880ksf33ty29q0mw7650mhtnyhyxyq6smn7a8p']}, 'wasm-dexter-pool::set_lp_token': {'_contract_address': ['persistence1dglg47995fhw79pgr4lp0evjpp7uxeuq9mvtrmaf7hl3j00n20xsgue4dl'], 'lp_token_addr': ['persistence1ptgs78khanfuzjldx4q0880ksf33ty29q0mw7650mhtnyhyxyq6smn7a8p']}, 'wasm-dexter-vault::add_pool': {'_contract_address': ['persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx'], 'pool_assets': ['[{""info"":{""token"":{""contract_addr"":""persistence1u2zdjcczjrenwmf57fmrpensk4the84azdm05m3unm387rm8asdsh0yf27""}},""amount"":""0""},{""info"":{""native_token"":{""denom"":""uxprt""}},""amount"":""0""}]'], 'pool_type': ['xyk'], 'pool_id': ['5'], 'lp_token_name': ['5-Dex-LP'], 'lp_token_symbol': ['DEX-LP'], 'total_fee_bps': ['300'], 'protocol_fee_percent': ['49'], 'developer_fee_percent': ['15']}, 'wasm-dexter-vault::add_pool_reply': {'_contract_address': ['persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx', 'persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx'], 'pool_id': ['5'], 'pool_addr': ['persistence1dglg47995fhw79pgr4lp0evjpp7uxeuq9mvtrmaf7hl3j00n20xsgue4dl'], 'lp_token_addr': ['persistence1ptgs78khanfuzjldx4q0880ksf33ty29q0mw7650mhtnyhyxyq6smn7a8p']}})]",0,,,
2022-10-22T06:32:38.739063793Z,220946,F74BE57481CEDFDD5E0B694F9834B41C88933DE55BD5E6AA35CBBD5083382DC3,"[{""events"":[{""type"":""execute"",""attributes"":[{""key"":""_contract_address"",""value"":""persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx""},{""key"":""_contract_address"",""value"":""persistence1cu39vwkpzer7gnvkh0stdf3kptdhfp0chchcxg649dvhxtgwgzyqe6s44q""}]},{""type"":""instantiate"",""attributes"":[{""key"":""_contract_address"",""value"":""persistence1cu39vwkpzer7gnvkh0stdf3kptdhfp0chchcxg649dvhxtgwgzyqe6s44q""},{""key"":""code_id"",""value"":""26""},{""key"":""_contract_address"",""value"":""persistence1k8pms0ywhsa0kjvkxqx434atqd5dh6w54k0gr8j45ra36q02py5scvqcqd""},{""key"":""code_id"",""value"":""25""}]},{""type"":""message"",""attributes"":[{""key"":""action"",""value"":""/cosmwasm.wasm.v1.MsgExecuteContract""},{""key"":""module"",""value"":""wasm""},{""key"":""sender"",""value"":""persistence1pss7nxeh3f9md2vuxku8q99femnwdjtcpe9ky9""}]},{""type"":""reply"",""attributes"":[{""key"":""_contract_address"",""value"":""persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx""},{""key"":""_contract_address"",""value"":""persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx""}]},{""type"":""wasm"",""attributes"":[{""key"":""_contract_address"",""value"":""persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx""},{""key"":""action"",""value"":""reply""},{""key"":""pool_addr"",""value"":""persistence1cu39vwkpzer7gnvkh0stdf3kptdhfp0chchcxg649dvhxtgwgzyqe6s44q""},{""key"":""_contract_address"",""value"":""persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx""},{""key"":""action"",""value"":""reply""},{""key"":""lp_token_addr"",""value"":""persistence1k8pms0ywhsa0kjvkxqx434atqd5dh6w54k0gr8j45ra36q02py5scvqcqd""}]},{""type"":""wasm-dexter-pool::set_lp_token"",""attributes"":[{""key"":""_contract_address"",""value"":""persistence1cu39vwkpzer7gnvkh0stdf3kptdhfp0chchcxg649dvhxtgwgzyqe6s44q""},{""key"":""lp_token_addr"",""value"":""persistence1k8pms0ywhsa0kjvkxqx434atqd5dh6w54k0gr8j45ra36q02py5scvqcqd""}]},{""type"":""wasm-dexter-vault::add_pool"",""attributes"":[{""key"":""_contract_address"",""value"":""persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx""},{""key"":""pool_assets"",""value"":""[{\""info\"":{\""token\"":{\""contract_addr\"":\""persistence1rtdulljz3dntzpu085c7mzre9dg4trgdddu4tqk7uuuvu6xrfu8s8wcs45\""}},\""amount\"":\""0\""},{\""info\"":{\""native_token\"":{\""denom\"":\""uxprt\""}},\""amount\"":\""0\""}]""},{""key"":""pool_type"",""value"":""xyk""},{""key"":""pool_id"",""value"":""8""},{""key"":""lp_token_name"",""value"":""8-Dex-LP""},{""key"":""lp_token_symbol"",""value"":""DEX-LP""},{""key"":""total_fee_bps"",""value"":""300""},{""key"":""protocol_fee_percent"",""value"":""49""},{""key"":""developer_fee_percent"",""value"":""15""}]},{""type"":""wasm-dexter-vault::add_pool_reply"",""attributes"":[{""key"":""_contract_address"",""value"":""persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx""},{""key"":""pool_id"",""value"":""8""},{""key"":""pool_addr"",""value"":""persistence1cu39vwkpzer7gnvkh0stdf3kptdhfp0chchcxg649dvhxtgwgzyqe6s44q""},{""key"":""_contract_address"",""value"":""persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx""},{""key"":""lp_token_addr"",""value"":""persistence1k8pms0ywhsa0kjvkxqx434atqd5dh6w54k0gr8j45ra36q02py5scvqcqd""}]}]}]",5000000,320346,"[TxLog(msg_index=0, log='', events=[{'type': 'execute', 'attributes': [{'key': '_contract_address', 'value': 'persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx'}, {'key': '_contract_address', 'value': 'persistence1cu39vwkpzer7gnvkh0stdf3kptdhfp0chchcxg649dvhxtgwgzyqe6s44q'}]}, {'type': 'instantiate', 'attributes': [{'key': '_contract_address', 'value': 'persistence1cu39vwkpzer7gnvkh0stdf3kptdhfp0chchcxg649dvhxtgwgzyqe6s44q'}, {'key': 'code_id', 'value': '26'}, {'key': '_contract_address', 'value': 'persistence1k8pms0ywhsa0kjvkxqx434atqd5dh6w54k0gr8j45ra36q02py5scvqcqd'}, {'key': 'code_id', 'value': '25'}]}, {'type': 'message', 'attributes': [{'key': 'action', 'value': '/cosmwasm.wasm.v1.MsgExecuteContract'}, {'key': 'module', 'value': 'wasm'}, {'key': 'sender', 'value': 'persistence1pss7nxeh3f9md2vuxku8q99femnwdjtcpe9ky9'}]}, {'type': 'reply', 'attributes': [{'key': '_contract_address', 'value': 'persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx'}, {'key': '_contract_address', 'value': 'persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx'}]}, {'type': 'wasm', 'attributes': [{'key': '_contract_address', 'value': 'persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx'}, {'key': 'action', 'value': 'reply'}, {'key': 'pool_addr', 'value': 'persistence1cu39vwkpzer7gnvkh0stdf3kptdhfp0chchcxg649dvhxtgwgzyqe6s44q'}, {'key': '_contract_address', 'value': 'persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx'}, {'key': 'action', 'value': 'reply'}, {'key': 'lp_token_addr', 'value': 'persistence1k8pms0ywhsa0kjvkxqx434atqd5dh6w54k0gr8j45ra36q02py5scvqcqd'}]}, {'type': 'wasm-dexter-pool::set_lp_token', 'attributes': [{'key': '_contract_address', 'value': 'persistence1cu39vwkpzer7gnvkh0stdf3kptdhfp0chchcxg649dvhxtgwgzyqe6s44q'}, {'key': 'lp_token_addr', 'value': 'persistence1k8pms0ywhsa0kjvkxqx434atqd5dh6w54k0gr8j45ra36q02py5scvqcqd'}]}, {'type': 'wasm-dexter-vault::add_pool', 'attributes': [{'key': '_contract_address', 'value': 'persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx'}, {'key': 'pool_assets', 'value': '[{""info"":{""token"":{""contract_addr"":""persistence1rtdulljz3dntzpu085c7mzre9dg4trgdddu4tqk7uuuvu6xrfu8s8wcs45""}},""amount"":""0""},{""info"":{""native_token"":{""denom"":""uxprt""}},""amount"":""0""}]'}, {'key': 'pool_type', 'value': 'xyk'}, {'key': 'pool_id', 'value': '8'}, {'key': 'lp_token_name', 'value': '8-Dex-LP'}, {'key': 'lp_token_symbol', 'value': 'DEX-LP'}, {'key': 'total_fee_bps', 'value': '300'}, {'key': 'protocol_fee_percent', 'value': '49'}, {'key': 'developer_fee_percent', 'value': '15'}]}, {'type': 'wasm-dexter-vault::add_pool_reply', 'attributes': [{'key': '_contract_address', 'value': 'persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx'}, {'key': 'pool_id', 'value': '8'}, {'key': 'pool_addr', 'value': 'persistence1cu39vwkpzer7gnvkh0stdf3kptdhfp0chchcxg649dvhxtgwgzyqe6s44q'}, {'key': '_contract_address', 'value': 'persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx'}, {'key': 'lp_token_addr', 'value': 'persistence1k8pms0ywhsa0kjvkxqx434atqd5dh6w54k0gr8j45ra36q02py5scvqcqd'}]}], events_by_type={'execute': {'_contract_address': ['persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx', 'persistence1cu39vwkpzer7gnvkh0stdf3kptdhfp0chchcxg649dvhxtgwgzyqe6s44q']}, 'instantiate': {'_contract_address': ['persistence1cu39vwkpzer7gnvkh0stdf3kptdhfp0chchcxg649dvhxtgwgzyqe6s44q', 'persistence1k8pms0ywhsa0kjvkxqx434atqd5dh6w54k0gr8j45ra36q02py5scvqcqd'], 'code_id': ['26', '25']}, 'message': {'action': ['/cosmwasm.wasm.v1.MsgExecuteContract'], 'module': ['wasm'], 'sender': ['persistence1pss7nxeh3f9md2vuxku8q99femnwdjtcpe9ky9']}, 'reply': {'_contract_address': ['persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx', 'persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx']}, 'wasm': {'_contract_address': ['persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx', 'persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx'], 'action': ['reply', 'reply'], 'pool_addr': ['persistence1cu39vwkpzer7gnvkh0stdf3kptdhfp0chchcxg649dvhxtgwgzyqe6s44q'], 'lp_token_addr': ['persistence1k8pms0ywhsa0kjvkxqx434atqd5dh6w54k0gr8j45ra36q02py5scvqcqd']}, 'wasm-dexter-pool::set_lp_token': {'_contract_address': ['persistence1cu39vwkpzer7gnvkh0stdf3kptdhfp0chchcxg649dvhxtgwgzyqe6s44q'], 'lp_token_addr': ['persistence1k8pms0ywhsa0kjvkxqx434atqd5dh6w54k0gr8j45ra36q02py5scvqcqd']}, 'wasm-dexter-vault::add_pool': {'_contract_address': ['persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx'], 'pool_assets': ['[{""info"":{""token"":{""contract_addr"":""persistence1rtdulljz3dntzpu085c7mzre9dg4trgdddu4tqk7uuuvu6xrfu8s8wcs45""}},""amount"":""0""},{""info"":{""native_token"":{""denom"":""uxprt""}},""amount"":""0""}]'], 'pool_type': ['xyk'], 'pool_id': ['8'], 'lp_token_name': ['8-Dex-LP'], 'lp_token_symbol': ['DEX-LP'], 'total_fee_bps': ['300'], 'protocol_fee_percent': ['49'], 'developer_fee_percent': ['15']}, 'wasm-dexter-vault::add_pool_reply': {'_contract_address': ['persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx', 'persistence1wqchrjh07e3kxaee59yrpzckwr94j03zchmdslypvkv6ps0684ms3yd9xx'], 'pool_id': ['8'], 'pool_addr': ['persistence1cu39vwkpzer7gnvkh0stdf3kptdhfp0chchcxg649dvhxtgwgzyqe6s44q'], 'lp_token_addr': ['persistence1k8pms0ywhsa0kjvkxqx434atqd5dh6w54k0gr8j45ra36q02py5scvqcqd']}})]",0,,,
