block_time_last,txhash,pool_id,pool_addr,lp_tokens_burnt,assets_out,recipient_addr,total_pool_liquidity
1666504832,CEBCE9DFF571861A2FBFDA32404D7A29E0A8B555EA247D457BA409AFF906D86D,20,,10,"[{""info"":{""token"":{""contract_addr"":""persistence1ekc95e6p7277t77ahxn2dhl5qz76r6egdlrdp2ehvewdraa97m7qfz2ydq""}},""amount"":""15""},{""info"":{""native_token"":{""denom"":""uxprt""}},""amount"":""6""}]",persistence1pss7nxeh3f9md2vuxku8q99femnwdjtcpe9ky9,"[{""info"":{""token"":{""contract_addr"":""persistence1ekc95e6p7277t77ahxn2dhl5qz76r6egdlrdp2ehvewdraa97m7qfz2ydq""}},""amount"":""566""},{""info"":{""native_token"":{""denom"":""uxprt""}},""amount"":""249""}]"
1666504952,1FF6DE9E4E122EED693812430012BBE51695209C95F253F4EFC0CCEE06E6B743,21,,10,"[{""info"":{""token"":{""contract_addr"":""persistence1ekc95e6p7277t77ahxn2dhl5qz76r6egdlrdp2ehvewdraa97m7qfz2ydq""}},""amount"":""3""},{""info"":{""native_token"":{""denom"":""uxprt""}},""amount"":""17""}]",persistence1pss7nxeh3f9md2vuxku8q99femnwdjtcpe9ky9,"[{""info"":{""token"":{""contract_addr"":""persistence1ekc95e6p7277t77ahxn2dhl5qz76r6egdlrdp2ehvewdraa97m7qfz2ydq""}},""amount"":""597""},{""info"":{""native_token"":{""denom"":""uxprt""}},""amount"":""3043""}]"
