block_time_last,txhash,pool_id,offer_asset,offer_amount,ask_asset,ask_amount,swap_type,total_fee,fee_asset,total_pool_liquidity
1666501925,D46911F3FA0D5F950BC9C4CA3217E521D46217F5BFEF1D9AF80A84039274135E,20,"{""token"":{""contract_addr"":""persistence1ekc95e6p7277t77ahxn2dhl5qz76r6egdlrdp2ehvewdraa97m7qfz2ydq""}}",100,"{""native_token"":{""denom"":""uxprt""}}",51,give-in,1,"{""native_token"":{""denom"":""uxprt""}}","[{""info"":{""token"":{""contract_addr"":""persistence1ekc95e6p7277t77ahxn2dhl5qz76r6egdlrdp2ehvewdraa97m7qfz2ydq""}},""amount"":""611""},{""info"":{""native_token"":{""denom"":""uxprt""}},""amount"":""267""}]"
